Pair	jaccard	forbes	tetra
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000BNX_HCT116_YY1 (TFsFromGheorghe)	24407	7990	14632
BCP_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)BCP_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	14997	990	2392
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)BCP_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	2285	3044	2141
BCP_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	29016	24592	25385
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)BCP_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	19928	22453	19113
MACS_ENCSR000BTA_SK-N-SH_ELF1(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	32149	30329	30315
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	8537	25788	15226
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	23770	26411	29239
BCP_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	3817	18758	11315
BCP_ENCSR000EHJ_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	7455	18316	12860
MACS_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	15446	32839	24212
BCP_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	8375	9663	6739
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	4450	13196	5915
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000DZE_GM12878_CHD1 (TFsFromGheorghe)	835	1911	1163
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	3166	5298	3846
MACS_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	13488	21025	17490
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	33427	27130	31822
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000BUO_MCF-7_TEAD4 (TFsFromGheorghe)	18534	17512	15058
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	13375	10832	9478
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)BCP_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	4951	1923	1395
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	35815	25924	35562
MACS_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	32553	22256	29889
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	3832	1756	1433
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	18643	31827	20285
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000BLZ_SK-N-SH_YY1 (TFsFromGheorghe)	11953	1806	2844
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	13957	32835	23978
MACS_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	21818	32830	27920
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	15992	5568	7652
BCP_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	17864	12775	12720
BCP_ENCSR000BRQ_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	23188	11690	18479
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	9892	6116	5107
MACS_ENCSR000DJX_K562_JUND(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	31655	14807	26703
MACS_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	24080	4971	12025
BCP_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR975SSR_K562_ELF1 (TFsFromGheorghe)	30980	32027	29386
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	8550	6278	4720
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	16981	8344	14086
MACS_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1608	9390	8666
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	24751	13986	17700
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	17031	15841	15248
BCP_ENCSR000EZE_HeLa-S3_FOS(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	1763	4373	1838
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	35146	33129	35606
MACS_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	33908	19569	35041
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	13677	23674	15278
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	25097	20291	21414
MACS_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1054	5980	8036
BCP_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS (TFsFromGheorghe)	25844	8471	17439
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	5933	15581	10502
MACS_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	33357	31116	32111
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)BCP_ENCSR000BNP_GM12878_YY1 (TFsFromGheorghe)	22967	13778	16515
MACS_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	35353	30773	34713
BCP_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)BCP_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	14828	12375	11602
BCP_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)MACS_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	31394	30572	29319
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)BCP_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	21845	19919	18961
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	11817	34304	31658
BCP_ENCSR000DOO_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BSK_SK-N-SH_JUND (TFsFromGheorghe)	34439	20438	31512
MACS_ENCSR000EHH_K562_NRF1(TFsFromGheorghe)MACS_ENCSR517QHU_GM12878_BHLHE40 (TFsFromGheorghe)	25336	26032	34200
BCP_ENCSR000BRQ_K562_CEBPB(TFsFromGheorghe)BCP_ENCSR000DON_MCF_10A_FOS (TFsFromGheorghe)	24413	15094	18575
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)BCP_ENCSR000BKU_K562_YY1 (TFsFromGheorghe)	21803	33462	28299
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)BCP_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	29966	30485	28495
BCP_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	29759	26738	27526
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR000BMZ_HepG2_ELF1 (TFsFromGheorghe)	29878	27531	26733
BCP_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)BCP_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	27653	20482	22434
MACS_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	14238	6485	8625
MACS_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	36037	30687	36031
MACS_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	5992	3774	4122
BCP_ENCSR000EFC_IMR-90_CHD1(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	22342	16402	25899
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	5963	4414	4582
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	26768	24552	28620
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	32382	26943	29614
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000DYJ_A549_BHLHE40 (TFsFromGheorghe)	20765	35713	29058
BCP_ENCSR000EZE_HeLa-S3_FOS(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	11251	5270	5770
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	16443	31705	24972
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)BCP_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	7243	14145	7076
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)MACS_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	6551	29077	15557
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)BCP_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	2000	14742	6665
MACS_ENCSR000EEB_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	12951	2923	5539
MACS_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	33803	31459	33039
BCP_ENCSR000FAV_K562_STAT1(TFsFromGheorghe)BCP_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	1109	9628	3083
BCP_ENCSR000EYV_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BPS_A549_ATF3 (TFsFromGheorghe)	3905	6724	4535
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BNU_K562_ATF3 (TFsFromGheorghe)	31093	24943	27359
BCP_ENCSR000EBU_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	15069	17246	15765
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)BCP_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	613	9459	3594
BCP_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	21800	35647	26111
MACS_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	8494	2436	4102
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	11443	9309	8028
BCP_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR000AQD_K562_CHD1 (TFsFromGheorghe)	8103	1061	1335
MACS_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS (TFsFromGheorghe)	134	30323	35762
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	25815	18916	22186
BCP_ENCSR392EAA_HeLa-S3_CHD1(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	30601	29854	28227
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	4014	22254	7841
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)BCP_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	32178	30089	30121
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)MACS_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	28879	31802	29511
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	29834	17658	31608
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	29527	20883	26544
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	25159	23767	22045
BCP_ENCSR332EYT_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	26832	23732	27547
MACS_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR517QHU_GM12878_BHLHE40 (TFsFromGheorghe)	23926	4488	12098
BCP_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	17660	12759	13716
MACS_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	35456	25479	34578
MACS_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	15567	1493	3400
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	235	35748	35878
BCP_ENCSR000BNP_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BUB_A549_CEBPB (TFsFromGheorghe)	20362	6130	10861
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	25075	12967	18269
MACS_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	21779	29219	31817
MACS_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	22502	21882	20197
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	2532	4981	5027
BCP_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000BTT_Ishikawa_CEBPB (TFsFromGheorghe)	15225	6428	7871
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EBZ_H1-hESC_JUND (TFsFromGheorghe)	12143	23824	19207
BCP_ENCSR837EYC_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	13961	7656	10685
BCP_ENCSR398YBM_A549_CHD1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	9596	9274	6439
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	28489	33575	28149
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	25421	12567	17660
BCP_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BLZ_SK-N-SH_YY1 (TFsFromGheorghe)	22673	8081	13269
BCP_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	12422	1481	2636
MACS_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000EBZ_H1-hESC_JUND (TFsFromGheorghe)	32610	25500	29483
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)BCP_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	15460	27703	21505
MACS_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	28989	27747	28753
BCP_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)BCP_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	21328	16639	19503
MACS_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	35120	24469	35228
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	1232	3147	1483
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	569	314	268
MACS_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BMB_GM12878_ELF1 (TFsFromGheorghe)	35122	23586	34657
MACS_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	5432	5456	5334
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	20169	23904	18883
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	22665	7997	14009
MACS_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	33170	17407	32762
MACS_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	16940	6663	15429
MACS_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	1523	1294	1277
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR000EBZ_H1-hESC_JUND (TFsFromGheorghe)	18621	27550	23986
MACS_ENCSR000FAU_K562_STAT1(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	6131	18242	16761
BCP_ENCSR116TFA_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	9540	15402	9044
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	15133	3887	8223
MACS_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	26078	14972	21740
MACS_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	19114	18998	23795
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	17114	29358	31589
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	31627	24315	28358
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR000EEI_HepG2_JUND (TFsFromGheorghe)	6545	14795	16170
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000BUQ_SK-N-SH_TEAD4 (TFsFromGheorghe)	9753	6548	5162
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	19797	5551	9806
BCP_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR000BKP_H1-hESC_JUND (TFsFromGheorghe)	9657	34779	31699
MACS_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	10480	9727	13368
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	21538	29946	27380
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	13206	9408	16751
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	24357	21925	20698
MACS_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	13521	9619	11847
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	16912	31391	20259
BCP_ENCSR392EAA_HeLa-S3_CHD1(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	5919	9181	5350
MACS_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	23585	8148	16070
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	2161	17358	8303
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BJT_A549_NR3C1 (TFsFromGheorghe)	3395	11522	4887
MACS_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	4150	4533	2311
MACS_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR517QHU_GM12878_BHLHE40 (TFsFromGheorghe)	33192	12528	26641
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)BCP_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	7090	14335	7586
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)BCP_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	6389	6153	5071
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	24615	20655	20136
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	3519	5594	3659
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)BCP_ENCSR000BRP_HepG2_TEAD4 (TFsFromGheorghe)	30240	30805	29158
BCP_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	4562	17559	6926
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)MACS_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	31589	26847	29716
MACS_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	35691	27514	35772
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	16166	8346	11146
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	17297	19108	16407
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)MACS_ENCSR000BRK_K562_TEAD4 (TFsFromGheorghe)	18519	9026	16855
MACS_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	6619	30239	29441
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	28184	30904	32664
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	30244	19799	26015
BCP_ENCSR000EEX_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	16219	7140	10334
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)BCP_ENCSR000BUB_A549_CEBPB (TFsFromGheorghe)	29919	23103	25425
BCP_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	7072	10316	8336
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)BCP_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	33555	29882	32379
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)BCP_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	20180	11162	14027
