Pair	jaccard	forbes	tetra
MACS_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	5940	25350	12398
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)BCP_ENCSR000DON_MCF_10A_FOS (TFsFromGheorghe)	25500	15682	19477
BCP_ENCSR000EDH_HeLa-S3_JUND(TFsFromGheorghe)MACS_ENCSR000BRK_K562_TEAD4 (TFsFromGheorghe)	22039	9954	19093
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	23686	24002	21999
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	30306	22342	26717
MACS_ENCSR000EDH_HeLa-S3_JUND(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	25994	6055	14096
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	1295	7800	4487
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	5277	22966	14650
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)BCP_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	16297	29004	22778
MACS_ENCSR000BPS_A549_ATF3(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	19879	34629	33482
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)BCP_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	4129	9160	4299
BCP_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)MACS_ENCSR000BJC_Ishikawa_NR3C1 (TFsFromGheorghe)	10000	22893	21736
BCP_ENCSR000EGV_K562_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	33925	22683	31344
MACS_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	27034	7426	15966
MACS_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	31363	23433	27673
BCP_ENCSR000EHZ_SK-N-SH_NRF1(TFsFromGheorghe)MACS_ENCSR000AQD_K562_CHD1 (TFsFromGheorghe)	14732	17517	16310
MACS_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	21781	10029	14659
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	14380	8299	9618
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)BCP_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	23359	34725	25902
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)MACS_ENCSR000EEI_HepG2_JUND (TFsFromGheorghe)	11916	23018	26310
MACS_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	21559	9388	15102
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	18545	31210	24913
MACS_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	20168	9189	14183
BCP_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	1802	6127	2909
BCP_ENCSR398YBM_A549_CHD1(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	29056	27211	32470
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000DYV_GM12878_MAFK (TFsFromGheorghe)	2652	1017	863
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000EBZ_H1-hESC_JUND (TFsFromGheorghe)	20669	11777	14066
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000BPS_A549_ATF3 (TFsFromGheorghe)	33271	28119	31417
BCP_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	12657	10385	9374
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000AQK_H1-hESC_CHD1 (TFsFromGheorghe)	15895	15088	19062
MACS_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000DYV_GM12878_MAFK (TFsFromGheorghe)	800	805	798
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	34302	31697	33098
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000BRY_H1-hESC_TEAD4 (TFsFromGheorghe)	25572	16537	19269
BCP_ENCSR000EBU_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	4051	15520	6247
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	20893	10411	14201
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	34620	32208	34975
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)BCP_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	12471	8046	8264
BCP_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	5427	20085	8399
BCP_ENCSR541WQI_A549_MAFK(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	16744	655	2357
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	25530	12552	20998
MACS_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	26077	7500	15951
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	4991	9710	11028
BCP_ENCSR000BUO_MCF-7_TEAD4(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	14937	17955	14549
MACS_ENCSR000BTA_SK-N-SH_ELF1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	18197	17369	14839
MACS_ENCSR000BTA_SK-N-SH_ELF1(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	31767	34974	33037
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)BCP_ENCSR000FAI_K562_FOS (TFsFromGheorghe)	15513	20136	14349
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)BCP_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	19044	16592	15036
BCP_ENCSR000EHZ_SK-N-SH_NRF1(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	9329	9357	10865
MACS_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	1585	11782	9504
BCP_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	10429	5702	5002
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	9711	9604	6633
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	29479	20117	26100
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)BCP_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	17546	26353	18397
BCP_ENCSR904YPP_GM12878_NR3C1(TFsFromGheorghe)MACS_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	28373	34689	28895
BCP_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)BCP_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	3194	7393	3680
MACS_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	33993	29224	33619
BCP_ENCSR000BTA_SK-N-SH_ELF1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	10855	29434	15927
MACS_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	32765	33227	34286
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	29506	18293	23261
BCP_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)BCP_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	6231	3735	3223
BCP_ENCSR000EHJ_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000BNE_K562_EGR1 (TFsFromGheorghe)	12189	25911	24897
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	12698	17215	12262
MACS_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	19344	34561	29762
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)BCP_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	14776	33291	18813
MACS_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	20478	35140	25352
BCP_ENCSR000BTA_SK-N-SH_ELF1(TFsFromGheorghe)MACS_ENCSR000BJT_A549_NR3C1 (TFsFromGheorghe)	31239	34801	31402
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)BCP_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	18179	14563	15736
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	33783	27975	34575
BCP_ENCSR000BVO_T47D_JUND(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	3481	4802	2063
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	12341	34157	20447
BCP_ENCSR000FAV_K562_STAT1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	4338	24046	12439
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)BCP_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	21521	30740	25765
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)BCP_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	28676	17821	22518
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	21482	15421	16125
BCP_ENCSR000EHE_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	24892	7481	15132
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	28401	18379	24200
BCP_ENCSR000EZK_HeLa-S3_STAT1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	16847	17639	14162
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	33564	24234	35647
MACS_ENCSR000BUO_MCF-7_TEAD4(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	28054	27966	25182
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	15344	33836	27150
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	23436	28794	22408
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	32807	28202	33997
MACS_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	35152	27621	34099
BCP_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	30191	13329	23236
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)BCP_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	14098	29210	22163
MACS_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	31452	28852	30548
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	6395	9491	4847
BCP_ENCSR541WQI_A549_MAFK(TFsFromGheorghe)MACS_ENCSR000BUO_MCF-7_TEAD4 (TFsFromGheorghe)	9157	2701	3843
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	18027	8603	14059
MACS_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	8770	35037	29439
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)BCP_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	7996	1406	1651
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BIO_A549_NR3C1 (TFsFromGheorghe)	2697	28096	8893
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	33145	24806	34290
BCP_ENCSR000BPS_A549_ATF3(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	6148	5967	3559
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)BCP_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	2594	16729	8895
MACS_ENCSR177HDZ_HepG2_FOS(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	24211	30459	29085
BCP_ENCSR517QHU_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	7840	1223	1453
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	23285	33852	28323
MACS_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	145	32016	32275
MACS_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	8324	10637	7634
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000BMQ_GM12878_EGR1 (TFsFromGheorghe)	14990	7446	8337
MACS_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	29166	35320	31725
BCP_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	19812	10440	12885
BCP_ENCSR517QHU_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	15127	2131	4984
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	11303	16469	12260
BCP_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	2156	3520	1892
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	34835	23153	32828
MACS_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR000DYJ_A549_BHLHE40 (TFsFromGheorghe)	19537	26860	29343
MACS_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	30994	14209	25540
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000BMB_GM12878_ELF1 (TFsFromGheorghe)	10285	28532	32948
MACS_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	18834	26657	28053
BCP_ENCSR116TFA_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	27639	31630	34133
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	10205	7496	5956
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	14324	10642	13657
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	18413	29870	22211
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)BCP_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	8745	1607	2054
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	9692	11272	10083
BCP_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	19093	8413	12318
BCP_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	6544	1989	1756
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)BCP_ENCSR837EYC_K562_NRF1 (TFsFromGheorghe)	31509	32668	30137
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	5744	3614	4950
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	1713	5164	2260
BCP_ENCSR555PBN_MCF-7_MAFK(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	33213	27384	35255
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	9701	591	1138
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	55	55	67
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000BMB_GM12878_ELF1 (TFsFromGheorghe)	32138	21252	31715
BCP_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	5178	17464	8233
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	15451	1807	3816
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	17366	31330	19880
MACS_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR975SSR_K562_ELF1 (TFsFromGheorghe)	31876	29881	32707
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	4750	717	1042
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	25860	33437	25811
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	33886	27318	33782
MACS_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	2091	11982	9726
BCP_ENCSR000FAI_K562_FOS(TFsFromGheorghe)MACS_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	4463	24120	11196
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	20342	23338	22103
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	4666	9206	5592
MACS_ENCSR000DJX_K562_JUND(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	36026	25102	35857
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000DON_MCF_10A_FOS (TFsFromGheorghe)	34392	26428	34710
BCP_ENCSR000BPS_A549_ATF3(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	13420	5853	9587
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)BCP_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	14813	11343	11550
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)BCP_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	10249	20769	17781
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	24884	28990	23990
BCP_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)MACS_ENCSR000DKB_K562_FOS (TFsFromGheorghe)	31619	23526	27592
BCP_ENCSR205FOW_liver_ATF3(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	8684	4717	3951
BCP_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	23593	8960	14656
BCP_ENCSR000BNP_GM12878_YY1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	12591	8099	8366
MACS_ENCSR000FAV_K562_STAT1(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	3394	17097	14065
MACS_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	34614	32291	34323
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)BCP_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1595	12825	5611
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)BCP_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	11596	10746	8446
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	8169	1597	2594
MACS_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000BKC_H1-hESC_ATF3 (TFsFromGheorghe)	29754	28579	32551
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)BCP_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	5345	17253	11349
MACS_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	27454	34090	30528
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR517QHU_GM12878_BHLHE40 (TFsFromGheorghe)	17472	22715	29894
MACS_ENCSR000BPS_A549_ATF3(TFsFromGheorghe)MACS_ENCSR000EEI_HepG2_JUND (TFsFromGheorghe)	32296	17838	28852
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)BCP_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	4559	3607	2124
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	15263	6647	8292
BCP_ENCSR000BSM_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	31185	30118	30847
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000BSM_SK-N-SH_YY1 (TFsFromGheorghe)	34225	29899	33080
MACS_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	28694	13215	22953
MACS_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	22846	13515	16786
BCP_ENCSR904YPP_GM12878_NR3C1(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	27575	35675	32510
MACS_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	5331	33615	14215
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	16642	29119	19377
MACS_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)MACS_ENCSR000BUO_MCF-7_TEAD4 (TFsFromGheorghe)	12516	5863	7820
MACS_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	24268	10927	16524
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	28297	34783	29694
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	8680	27217	12422
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	9828	2873	3994
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	643	11249	2256
