trackName;COLOR;StandardizedName;FNAME;GROUP;Target;Auto Use Train (Core)  94;TYPE;Cell_TissueType;PrimaryImmuneCells;Brain; Tcells;Bcells ;NK;Monocytes;Hematop;thymus;CD4 ;CD8 ;Th17;T-reg;Th1 ;Th2;Primary;ImmuneCells
wgEncodeUwDnaseBe2cHotspotsRep1.broadPeak;.;.;.;.;.;.;.;BE2_C.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBe2cHotspotsRep2.broadPeak;.;.;.;.;.;.;.;BE2_C.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBe2cPkRep1.narrowPeak;.;.;.;.;.;.;.;BE2_C.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBe2cPkRep2.narrowPeak;.;.;.;.;.;.;.;BE2_C.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBjHotspotsRep1.broadPeak;.;.;.;.;.;.;.;BJ.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBjHotspotsRep2.broadPeak;.;.;.;.;.;.;.;BJ.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBjPkRep1.narrowPeak;.;.;.;.;.;.;.;BJ.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseBjPkRep2.narrowPeak;.;.;.;.;.;.;.;BJ.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCaco2HotspotsRep1.broadPeak;.;.;.;.;.;.;.;Caco-2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCaco2HotspotsRep2.broadPeak;.;.;.;.;.;.;.;Caco-2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCaco2PkRep1.narrowPeak;.;.;.;.;.;.;.;Caco-2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCaco2PkRep2.narrowPeak;.;.;.;.;.;.;.;Caco-2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCd20ro01778HotspotsRep1.broadPeak;.;.;.;.;.;.;.;CD20+_RO01778.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd20ro01778HotspotsRep2.broadPeak;.;.;.;.;.;.;.;CD20+_RO01778.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd20ro01778PkRep1.narrowPeak;.;.;.;.;.;.;.;CD20+_RO01778.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd20ro01778PkRep2.narrowPeak;.;.;.;.;.;.;.;CD20+_RO01778.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd34mobilizedHotspotsRep1.broadPeak;.;.;.;.;.;.;.;CD34+_Mobilized.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd34mobilizedPkRep1.narrowPeak;.;.;.;.;.;.;.;CD34+_Mobilized.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeUwDnaseCd4naivewb11970640HotspotsRep1.broadPeak;.;.;.;.;.;.;.;CD4+_Naive_Wb11970640.;x;.;x;.;.;.;.;.;x;.;.;.;.;.;x;x
wgEncodeUwDnaseCd4naivewb11970640PkRep1.narrowPeak;.;.;.;.;.;.;.;CD4+_Naive_Wb11970640.;x;.;x;.;.;.;.;.;x;.;.;.;.;.;x;x
wgEncodeUwDnaseCd4naivewb78495824HotspotsRep1.broadPeak;.;.;.;.;.;.;.;CD4+_Naive_Wb78495824.;x;.;x;.;.;.;.;.;x;.;.;.;.;.;x;x
wgEncodeUwDnaseCd4naivewb78495824PkRep1.narrowPeak;.;.;.;.;.;.;.;CD4+_Naive_Wb78495824.;x;.;x;.;.;.;.;.;x;.;.;.;.;.;x;x
wgEncodeUwDnaseCmkHotspotsRep1.broadPeak;.;.;.;.;.;.;.;CMK.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseCmkPkRep1.narrowPeak;.;.;.;.;.;.;.;CMK.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04503HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM04503.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04503HotspotsRep2.broadPeak;.;.;.;.;.;.;.;GM04503.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04503PkRep1.narrowPeak;.;.;.;.;.;.;.;GM04503.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04503PkRep2.narrowPeak;.;.;.;.;.;.;.;GM04503.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04504HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM04504.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04504HotspotsRep2.broadPeak;.;.;.;.;.;.;.;GM04504.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04504PkRep1.narrowPeak;.;.;.;.;.;.;.;GM04504.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm04504PkRep2.narrowPeak;.;.;.;.;.;.;.;GM04504.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm06990HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM06990.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm06990HotspotsRep2.broadPeak;.;.;.;.;.;.;.;GM06990.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm06990PkRep1.narrowPeak;.;.;.;.;.;.;.;GM06990.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm06990PkRep2.narrowPeak;.;.;.;.;.;.;.;GM06990.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12864HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM12864.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12864PkRep1.narrowPeak;.;.;.;.;.;.;.;GM12864.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12865HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM12865.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12865HotspotsRep2.broadPeak;.;.;.;.;.;.;.;GM12865.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12865PkRep1.narrowPeak;.;.;.;.;.;.;.;GM12865.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12865PkRep2.narrowPeak;.;.;.;.;.;.;.;GM12865.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12878HotspotsRep1.broadPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12878HotspotsRep2.broadPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12878PkRep1.narrowPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseGm12878PkRep2.narrowPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH1hescHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H1-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH1hescPkRep1.narrowPeak;.;.;.;.;.;.;.;H1-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa14dHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa14dHotspotsRep2.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa14dPkRep1.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa14dPkRep2.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa2dHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa2dPkRep1.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa5dHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa5dHotspotsRep2.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa5dPkRep1.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa5dPkRep2.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa9dHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esDiffa9dPkRep1.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esHotspotsRep1.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esHotspotsRep2.broadPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esPkRep1V2.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseH7esPkRep2.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHacHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HAc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHacHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HAc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHacPkRep1.narrowPeak;.;.;.;.;.;.;.;HAc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHacPkRep2.narrowPeak;.;.;.;.;.;.;.;HAc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaeHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HAEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaeHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HAEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaePkRep1.narrowPeak;.;.;.;.;.;.;.;HAEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaePkRep2.narrowPeak;.;.;.;.;.;.;.;HAEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHahHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HA-h.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHahHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HA-h.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHahPkRep1.narrowPeak;.;.;.;.;.;.;.;HA-h.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHahPkRep2.narrowPeak;.;.;.;.;.;.;.;HA-h.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaspHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HA-sp.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaspHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HA-sp.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaspPkRep1.narrowPeak;.;.;.;.;.;.;.;HA-sp.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHaspPkRep2.narrowPeak;.;.;.;.;.;.;.;HA-sp.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbmecHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HBMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbmecHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HBMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbmecPkRep1.narrowPeak;.;.;.;.;.;.;.;HBMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbmecPkRep2.narrowPeak;.;.;.;.;.;.;.;HBMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvpHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HBVP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvpPkRep1.narrowPeak;.;.;.;.;.;.;.;HBVP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvsmcHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HBVSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvsmcHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HBVSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvsmcPkRep1.narrowPeak;.;.;.;.;.;.;.;HBVSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHbvsmcPkRep2.narrowPeak;.;.;.;.;.;.;.;HBVSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HCF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HCF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfPkRep1.narrowPeak;.;.;.;.;.;.;.;HCF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfPkRep2.narrowPeak;.;.;.;.;.;.;.;HCF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfaaHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HCFaa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfaaHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HCFaa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfaaPkRep1.narrowPeak;.;.;.;.;.;.;.;HCFaa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcfaaPkRep2.narrowPeak;.;.;.;.;.;.;.;HCFaa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcmHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HCM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcmHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HCM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcmPkRep1.narrowPeak;.;.;.;.;.;.;.;HCM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcmPkRep2.narrowPeak;.;.;.;.;.;.;.;HCM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHconfHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HConF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHconfHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HConF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHconfPkRep1.narrowPeak;.;.;.;.;.;.;.;HConF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHconfPkRep2.narrowPeak;.;.;.;.;.;.;.;HConF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcpeHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HCPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcpeHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HCPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcpePkRep1.narrowPeak;.;.;.;.;.;.;.;HCPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHcpePkRep2.narrowPeak;.;.;.;.;.;.;.;HCPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHct116HotspotsRep1.broadPeak;.;.;.;.;.;.;.;HCT-116.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHct116HotspotsRep2.broadPeak;.;.;.;.;.;.;.;HCT-116.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHct116PkRep1.narrowPeak;.;.;.;.;.;.;.;HCT-116.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHct116PkRep2.narrowPeak;.;.;.;.;.;.;.;HCT-116.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHeeHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HEEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHeeHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HEEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHeePkRep1.narrowPeak;.;.;.;.;.;.;.;HEEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHeePkRep2.narrowPeak;.;.;.;.;.;.;.;HEEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHelas3HotspotsRep1.broadPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHelas3HotspotsRep2.broadPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHelas3PkRep1.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHelas3PkRep2.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHepg2HotspotsRep1.broadPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHepg2HotspotsRep2.broadPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHepg2PkRep1.narrowPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHepg2PkRep2.narrowPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HFF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HFF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffPkRep1.narrowPeak;.;.;.;.;.;.;.;HFF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffPkRep2.narrowPeak;.;.;.;.;.;.;.;HFF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffmycHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HFF-Myc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffmycHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HFF-Myc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffmycPkRep1.narrowPeak;.;.;.;.;.;.;.;HFF-Myc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHffmycPkRep2.narrowPeak;.;.;.;.;.;.;.;HFF-Myc.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHgfHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HGF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHgfHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HGF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHgfPkRep1.narrowPeak;.;.;.;.;.;.;.;HGF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHgfPkRep2.narrowPeak;.;.;.;.;.;.;.;HGF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHipeHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HIPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHipeHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HIPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHipePkRep1.narrowPeak;.;.;.;.;.;.;.;HIPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHipePkRep2.narrowPeak;.;.;.;.;.;.;.;HIPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHl60HotspotsRep1.broadPeak;.;.;.;.;.;.;.;HL-60.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHl60HotspotsRep2.broadPeak;.;.;.;.;.;.;.;HL-60.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHl60PkRep1.narrowPeak;.;.;.;.;.;.;.;HL-60.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHl60PkRep2.narrowPeak;.;.;.;.;.;.;.;HL-60.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmecHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmecHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmecPkRep1.narrowPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmecPkRep2.narrowPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmfHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HMF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmfHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HMF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmfPkRep1.narrowPeak;.;.;.;.;.;.;.;HMF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmfPkRep2.narrowPeak;.;.;.;.;.;.;.;HMF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdadHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HMVEC-dAd.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdadHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HMVEC-dAd.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdadPkRep1.narrowPeak;.;.;.;.;.;.;.;HMVEC-dAd.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdadPkRep2.narrowPeak;.;.;.;.;.;.;.;HMVEC-dAd.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdbladHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HMVEC-dBl-Ad.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdbladHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HMVEC-dBl-Ad.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdbladPkRep1.narrowPeak;.;.;.;.;.;.;.;HMVEC-dBl-Ad.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdbladPkRep2.narrowPeak;.;.;.;.;.;.;.;HMVEC-dBl-Ad.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdblneoHotspotsRep1.broadPeak;.;.;.;.;.;.;.;HMVEC-dBl-Neo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdblneoHotspotsRep2.broadPeak;.;.;.;.;.;.;.;HMVEC-dBl-Neo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseHmvecdblneoPkRep1.narrowPeak;.;.;.;.;.;.;.;HMVEC-dBl-Neo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
